Hourly measurement data supplied by UK-air on 27/01/2021,,,
All Data GMT hour ending,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,
,,Bristol St Paul's,
28/06/2017,09:00:00,38.81419,V ugm-3
28/06/2017,10:00:00,39.81395,V ugm-3
28/06/2017,11:00:00,33.46253,V ugm-3
28/06/2017,12:00:00,32.16873,V ugm-3
28/06/2017,13:00:00,25.81732,V ugm-3
28/06/2017,14:00:00,33.75658,V ugm-3
28/06/2017,15:00:00,30.52207,V ugm-3
28/06/2017,16:00:00,30.1104,V ugm-3
28/06/2017,17:00:00,29.63993,V ugm-3
28/06/2017,18:00:00,26.22898,V ugm-3
28/06/2017,19:00:00,25.93493,V ugm-3
28/06/2017,20:00:00,26.22898,V ugm-3
28/06/2017,21:00:00,29.52231,V ugm-3
28/06/2017,22:00:00,23.52375,V ugm-3
28/06/2017,23:00:00,17.76043,V ugm-3
28/06/2017,24:00:00,11.76188,V ugm-3
29/06/2017,01:00:00,10.36703,V ugm-3
29/06/2017,02:00:00,8.12908,V ugm-3
29/06/2017,03:00:00,6.42074,V ugm-3
29/06/2017,04:00:00,5.12454,V ugm-3
29/06/2017,05:00:00,6.24431,V ugm-3
29/06/2017,06:00:00,8.60003,V ugm-3
29/06/2017,07:00:00,17.37698,V ugm-3
29/06/2017,08:00:00,24.97534,V ugm-3
29/06/2017,09:00:00,24.91701,V ugm-3
29/06/2017,10:00:00,29.98274,V ugm-3
29/06/2017,11:00:00,29.39321,V ugm-3
29/06/2017,12:00:00,25.09343,V ugm-3
29/06/2017,13:00:00,32.28061,V ugm-3
29/06/2017,14:00:00,20.79366,V ugm-3
29/06/2017,15:00:00,21.67675,V ugm-3
29/06/2017,16:00:00,24.44558,V ugm-3
29/06/2017,17:00:00,28.1563,V ugm-3
29/06/2017,18:00:00,31.57346,V ugm-3
29/06/2017,19:00:00,25.32915,V ugm-3
29/06/2017,20:00:00,24.50486,V ugm-3
29/06/2017,21:00:00,24.26867,V ugm-3
29/06/2017,22:00:00,25.85939,V ugm-3
29/06/2017,23:00:00,21.55866,V ugm-3
29/06/2017,24:00:00,18.37817,V ugm-3
30/06/2017,01:00:00,15.10429,V ugm-3
30/06/2017,02:00:00,7.25746,V ugm-3
30/06/2017,03:00:00,7.49365,V ugm-3
30/06/2017,04:00:00,14.92754,V ugm-3
30/06/2017,05:00:00,14.75016,V ugm-3
30/06/2017,06:00:00,23.01024,V ugm-3
30/06/2017,07:00:00,30.20794,V ugm-3
30/06/2017,08:00:00,43.06998,V ugm-3
30/06/2017,09:00:00,28.2022,V ugm-3
30/06/2017,10:00:00,22.06595,V ugm-3
30/06/2017,11:00:00,14.10182,V ugm-3
30/06/2017,12:00:00,22.24285,V ugm-3
30/06/2017,13:00:00,26.19647,V ugm-3
30/06/2017,14:00:00,21.94833,V ugm-3
30/06/2017,15:00:00,34.10227,V ugm-3
30/06/2017,16:00:00,26.60909,V ugm-3
30/06/2017,17:00:00,18.64401,V ugm-3
30/06/2017,18:00:00,17.52328,V ugm-3
30/06/2017,19:00:00,20.4145,V ugm-3
30/06/2017,20:00:00,15.51707,V ugm-3
30/06/2017,21:00:00,12.97966,V ugm-3
30/06/2017,22:00:00,12.09465,V ugm-3
30/06/2017,23:00:00,9.79391,V ugm-3
30/06/2017,24:00:00,7.9058,V ugm-3
01/07/2017,01:00:00,6.30602,V ugm-3
01/07/2017,02:00:00,6.03013,V ugm-3
01/07/2017,03:00:00,3.25154,V ugm-3
01/07/2017,04:00:00,5.55718,V ugm-3
01/07/2017,05:00:00,7.44899,V ugm-3
01/07/2017,06:00:00,10.40493,V ugm-3
01/07/2017,07:00:00,11.94203,V ugm-3
01/07/2017,08:00:00,12.53321,V ugm-3
01/07/2017,09:00:00,13.71559,V ugm-3
01/07/2017,10:00:00,14.77973,V ugm-3
01/07/2017,11:00:00,19.9822,V ugm-3
01/07/2017,12:00:00,16.43506,V ugm-3
01/07/2017,13:00:00,13.95207,V ugm-3
01/07/2017,14:00:00,14.30678,V ugm-3
01/07/2017,15:00:00,13.65647,V ugm-3
01/07/2017,16:00:00,12.71057,V ugm-3
01/07/2017,17:00:00,13.59736,V ugm-3
01/07/2017,18:00:00,13.30176,V ugm-3
01/07/2017,19:00:00,10.10934,V ugm-3
01/07/2017,20:00:00,10.52317,V ugm-3
01/07/2017,21:00:00,9.93198,V ugm-3
01/07/2017,22:00:00,13.30176,V ugm-3
01/07/2017,23:00:00,11.46907,V ugm-3
01/07/2017,24:00:00,9.39991,V ugm-3
02/07/2017,01:00:00,7.89659,V ugm-3
02/07/2017,02:00:00,11.84489,V ugm-3
02/07/2017,03:00:00,8.76522,V ugm-3
02/07/2017,04:00:00,4.97485,V ugm-3
02/07/2017,05:00:00,6.63314,V ugm-3
02/07/2017,06:00:00,7.04771,V ugm-3
02/07/2017,07:00:00,3.79037,V ugm-3
02/07/2017,08:00:00,4.20494,V ugm-3
02/07/2017,09:00:00,3.31657,V ugm-3
02/07/2017,10:00:00,6.27779,V ugm-3
02/07/2017,11:00:00,10.6604,V ugm-3
02/07/2017,12:00:00,7.93607,V ugm-3
02/07/2017,13:00:00,7.87685,V ugm-3
02/07/2017,14:00:00,7.81763,V ugm-3
02/07/2017,15:00:00,9.12056,V ugm-3
02/07/2017,16:00:00,11.72644,V ugm-3
02/07/2017,17:00:00,10.48272,V ugm-3
02/07/2017,18:00:00,11.25264,V ugm-3
02/07/2017,19:00:00,10.4235,V ugm-3
02/07/2017,20:00:00,12.79248,V ugm-3
02/07/2017,21:00:00,15.45758,V ugm-3
02/07/2017,22:00:00,14.15464,V ugm-3
02/07/2017,23:00:00,11.37109,V ugm-3
02/07/2017,24:00:00,9.77203,V ugm-3
03/07/2017,01:00:00,8.78083,V ugm-3
03/07/2017,02:00:00,8.1282,V ugm-3
03/07/2017,03:00:00,3.79712,V ugm-3
03/07/2017,04:00:00,6.22964,V ugm-3
03/07/2017,05:00:00,7.11959,V ugm-3
03/07/2017,06:00:00,12.57794,V ugm-3
03/07/2017,07:00:00,30.61424,V ugm-3
03/07/2017,08:00:00,48.1759,V ugm-3
03/07/2017,09:00:00,39.39507,V ugm-3
03/07/2017,10:00:00,24.32527,V ugm-3
03/07/2017,11:00:00,22.36738,V ugm-3
03/07/2017,12:00:00,17.97697,V ugm-3
03/07/2017,13:00:00,19.93486,V ugm-3
03/07/2017,14:00:00,14.06119,V ugm-3
03/07/2017,15:00:00,15.01047,V ugm-3
03/07/2017,16:00:00,14.53583,V ugm-3
03/07/2017,17:00:00,15.72243,V ugm-3
03/07/2017,18:00:00,14.95114,V ugm-3
03/07/2017,19:00:00,11.15403,V ugm-3
03/07/2017,20:00:00,8.84016,V ugm-3
03/07/2017,21:00:00,14.23918,V ugm-3
03/07/2017,22:00:00,14.59516,V ugm-3
03/07/2017,23:00:00,12.10331,V ugm-3
03/07/2017,24:00:00,14.23918,V ugm-3
04/07/2017,01:00:00,9.43042,V ugm-3
04/07/2017,02:00:00,10.4012,V ugm-3
04/07/2017,03:00:00,9.21249,V ugm-3
04/07/2017,04:00:00,4.6954,V ugm-3
04/07/2017,05:00:00,12.48144,V ugm-3
04/07/2017,06:00:00,14.91829,V ugm-3
04/07/2017,07:00:00,34.11594,V ugm-3
04/07/2017,08:00:00,35.66126,V ugm-3
04/07/2017,09:00:00,21.27788,V ugm-3
04/07/2017,10:00:00,21.75337,V ugm-3
04/07/2017,11:00:00,26.62707,V ugm-3
04/07/2017,12:00:00,No data,V ugm-3
04/07/2017,13:00:00,22.34772,V ugm-3
04/07/2017,14:00:00,14.62112,V ugm-3
04/07/2017,15:00:00,14.2645,V ugm-3
04/07/2017,16:00:00,17.59289,V ugm-3
04/07/2017,17:00:00,14.44281,V ugm-3
04/07/2017,18:00:00,18.48442,V ugm-3
04/07/2017,19:00:00,13.37297,V ugm-3
04/07/2017,20:00:00,21.21845,V ugm-3
04/07/2017,21:00:00,19.01934,V ugm-3
04/07/2017,22:00:00,26.03272,V ugm-3
04/07/2017,23:00:00,27.99409,V ugm-3
04/07/2017,24:00:00,25.97328,V ugm-3
05/07/2017,01:00:00,22.8977,V ugm-3
05/07/2017,02:00:00,35.87568,V ugm-3
05/07/2017,03:00:00,65.34078,V ugm-3
05/07/2017,04:00:00,50.4612,V ugm-3
05/07/2017,05:00:00,76.27992,V ugm-3
05/07/2017,06:00:00,88.10125,V ugm-3
05/07/2017,07:00:00,85.984,V ugm-3
05/07/2017,08:00:00,57.28345,V ugm-3
05/07/2017,09:00:00,23.99553,V ugm-3
05/07/2017,10:00:00,16.99684,V ugm-3
05/07/2017,11:00:00,11.58608,V ugm-3
05/07/2017,12:00:00,13.40927,V ugm-3
05/07/2017,13:00:00,13.11521,V ugm-3
05/07/2017,14:00:00,10.23339,V ugm-3
05/07/2017,15:00:00,15.4089,V ugm-3
05/07/2017,16:00:00,16.76159,V ugm-3
05/07/2017,17:00:00,15.8794,V ugm-3
05/07/2017,18:00:00,17.93784,V ugm-3
05/07/2017,19:00:00,17.40852,V ugm-3
05/07/2017,20:00:00,22.93691,V ugm-3
05/07/2017,21:00:00,40.05137,V ugm-3
05/07/2017,22:00:00,45.3445,V ugm-3
05/07/2017,23:00:00,48.69682,V ugm-3
05/07/2017,24:00:00,77.39736,V ugm-3
06/07/2017,01:00:00,80.37942,V ugm-3
06/07/2017,02:00:00,55.45482,V ugm-3
06/07/2017,03:00:00,29.26944,V ugm-3
06/07/2017,04:00:00,18.1552,V ugm-3
06/07/2017,05:00:00,30.66599,V ugm-3
06/07/2017,06:00:00,59.81905,V ugm-3
06/07/2017,07:00:00,47.89015,V ugm-3
06/07/2017,08:00:00,34.62289,V ugm-3
06/07/2017,09:00:00,21.64658,V ugm-3
06/07/2017,10:00:00,25.77805,V ugm-3
06/07/2017,11:00:00,27.46556,V ugm-3
06/07/2017,12:00:00,22.51943,V ugm-3
06/07/2017,13:00:00,29.73496,V ugm-3
06/07/2017,14:00:00,27.46556,V ugm-3
06/07/2017,15:00:00,21.12287,V ugm-3
06/07/2017,16:00:00,24.20693,V ugm-3
06/07/2017,17:00:00,31.48065,V ugm-3
06/07/2017,18:00:00,26.01081,V ugm-3
06/07/2017,19:00:00,22.694,V ugm-3
06/07/2017,20:00:00,22.92676,V ugm-3
06/07/2017,21:00:00,23.33408,V ugm-3
06/07/2017,22:00:00,20.54098,V ugm-3
06/07/2017,23:00:00,15.71123,V ugm-3
06/07/2017,24:00:00,13.26726,V ugm-3
07/07/2017,01:00:00,11.74365,V ugm-3
07/07/2017,02:00:00,14.10389,V ugm-3
07/07/2017,03:00:00,10.99528,V ugm-3
07/07/2017,04:00:00,9.95907,V ugm-3
07/07/2017,05:00:00,11.16798,V ugm-3
07/07/2017,06:00:00,22.50865,V ugm-3
07/07/2017,07:00:00,No data,V ugm-3
07/07/2017,08:00:00,No data,V ugm-3
07/07/2017,09:00:00,No data,V ugm-3
07/07/2017,10:00:00,No data,V ugm-3
07/07/2017,11:00:00,No data,V ugm-3
07/07/2017,12:00:00,19.57274,V ugm-3
07/07/2017,13:00:00,16.349,V ugm-3
07/07/2017,14:00:00,13.29795,V ugm-3
07/07/2017,15:00:00,16.57926,V ugm-3
07/07/2017,16:00:00,16.80953,V ugm-3
07/07/2017,17:00:00,14.85226,V ugm-3
07/07/2017,18:00:00,17.3852,V ugm-3
07/07/2017,19:00:00,17.2125,V ugm-3
07/07/2017,20:00:00,12.31932,V ugm-3
07/07/2017,21:00:00,13.58579,V ugm-3
07/07/2017,22:00:00,16.6944,V ugm-3
07/07/2017,23:00:00,12.37688,V ugm-3
07/07/2017,24:00:00,10.30447,V ugm-3
08/07/2017,01:00:00,8.21288,V ugm-3
08/07/2017,02:00:00,9.44097,V ugm-3
08/07/2017,03:00:00,9.90151,V ugm-3
08/07/2017,04:00:00,8.92287,V ugm-3
08/07/2017,05:00:00,8.57747,V ugm-3
08/07/2017,06:00:00,10.41961,V ugm-3
08/07/2017,07:00:00,7.25343,V ugm-3
08/07/2017,08:00:00,7.25343,V ugm-3
08/07/2017,09:00:00,6.79289,V ugm-3
08/07/2017,10:00:00,10.76501,V ugm-3
08/07/2017,11:00:00,9.3834,V ugm-3
08/07/2017,12:00:00,8.05937,V ugm-3
08/07/2017,13:00:00,11.80121,V ugm-3
08/07/2017,14:00:00,13.24039,V ugm-3
08/07/2017,15:00:00,10.36204,V ugm-3
08/07/2017,16:00:00,13.70092,V ugm-3
08/07/2017,17:00:00,13.81605,V ugm-3
08/07/2017,18:00:00,12.54958,V ugm-3
08/07/2017,19:00:00,15.19766,V ugm-3
08/07/2017,20:00:00,16.1763,V ugm-3
08/07/2017,21:00:00,17.5579,V ugm-3
08/07/2017,22:00:00,21.99055,V ugm-3
08/07/2017,23:00:00,27.97751,V ugm-3
08/07/2017,24:00:00,30.33775,V ugm-3
09/07/2017,01:00:00,36.45903,V ugm-3
09/07/2017,02:00:00,32.06476,V ugm-3
09/07/2017,03:00:00,32.00719,V ugm-3
09/07/2017,04:00:00,15.14009,V ugm-3
09/07/2017,05:00:00,19.80301,V ugm-3
09/07/2017,06:00:00,18.59411,V ugm-3
09/07/2017,07:00:00,16.75196,V ugm-3
09/07/2017,08:00:00,14.67956,V ugm-3
09/07/2017,09:00:00,15.88846,V ugm-3
09/07/2017,10:00:00,9.72881,V ugm-3
09/07/2017,11:00:00,8.11693,V ugm-3
09/07/2017,12:00:00,10.07421,V ugm-3
09/07/2017,13:00:00,7.311,V ugm-3
09/07/2017,14:00:00,7.77153,V ugm-3
09/07/2017,15:00:00,8.57747,V ugm-3
09/07/2017,16:00:00,9.09557,V ugm-3
09/07/2017,17:00:00,9.90151,V ugm-3
09/07/2017,18:00:00,12.54958,V ugm-3
09/07/2017,19:00:00,13.64335,V ugm-3
09/07/2017,20:00:00,15.48549,V ugm-3
09/07/2017,21:00:00,13.24039,V ugm-3
09/07/2017,22:00:00,11.62851,V ugm-3
09/07/2017,23:00:00,10.76501,V ugm-3
09/07/2017,24:00:00,5.23859,V ugm-3
10/07/2017,01:00:00,12.89498,V ugm-3
10/07/2017,02:00:00,15.71576,V ugm-3
10/07/2017,03:00:00,12.72228,V ugm-3
10/07/2017,04:00:00,9.49854,V ugm-3
10/07/2017,05:00:00,11.74365,V ugm-3
10/07/2017,06:00:00,24.12053,V ugm-3
10/07/2017,07:00:00,26.4232,V ugm-3
10/07/2017,08:00:00,26.19293,V ugm-3
10/07/2017,09:00:00,28.20778,V ugm-3
10/07/2017,10:00:00,21.12705,V ugm-3
10/07/2017,11:00:00,23.71756,V ugm-3
10/07/2017,12:00:00,19.11221,V ugm-3
10/07/2017,13:00:00,15.88846,V ugm-3
10/07/2017,14:00:00,35.86417,V ugm-3
10/07/2017,15:00:00,14.79469,V ugm-3
10/07/2017,16:00:00,13.12525,V ugm-3
10/07/2017,17:00:00,16.5217,V ugm-3
10/07/2017,18:00:00,10.53474,V ugm-3
10/07/2017,19:00:00,12.43445,V ugm-3
10/07/2017,20:00:00,15.25523,V ugm-3
10/07/2017,21:00:00,17.09737,V ugm-3
10/07/2017,22:00:00,16.11873,V ugm-3
10/07/2017,23:00:00,15.65819,V ugm-3
10/07/2017,24:00:00,14.10389,V ugm-3
11/07/2017,01:00:00,8.90368,V ugm-3
11/07/2017,02:00:00,8.98043,V ugm-3
11/07/2017,03:00:00,6.90803,V ugm-3
11/07/2017,04:00:00,5.98696,V ugm-3
11/07/2017,05:00:00,9.44097,V ugm-3
11/07/2017,06:00:00,21.93298,V ugm-3
11/07/2017,07:00:00,28.84101,V ugm-3
11/07/2017,08:00:00,31.20125,V ugm-3
11/07/2017,09:00:00,25.9051,V ugm-3
11/07/2017,10:00:00,27.74724,V ugm-3
11/07/2017,11:00:00,25.15673,V ugm-3
11/07/2017,12:00:00,32.23746,V ugm-3
11/07/2017,13:00:00,31.08612,V ugm-3
11/07/2017,14:00:00,32.92826,V ugm-3
11/07/2017,15:00:00,32.64043,V ugm-3
11/07/2017,16:00:00,35.69147,V ugm-3
11/07/2017,17:00:00,30.62559,V ugm-3
11/07/2017,18:00:00,24.40836,V ugm-3
11/07/2017,19:00:00,19.57274,V ugm-3
11/07/2017,20:00:00,18.65167,V ugm-3
11/07/2017,21:00:00,25.96267,V ugm-3
11/07/2017,22:00:00,22.04812,V ugm-3
11/07/2017,23:00:00,13.35552,V ugm-3
11/07/2017,24:00:00,7.59883,V ugm-3
12/07/2017,01:00:00,7.59883,V ugm-3
12/07/2017,02:00:00,6.44749,V ugm-3
12/07/2017,03:00:00,5.87182,V ugm-3
12/07/2017,04:00:00,9.038,V ugm-3
12/07/2017,05:00:00,12.20418,V ugm-3
12/07/2017,06:00:00,12.43445,V ugm-3
12/07/2017,07:00:00,18.01844,V ugm-3
12/07/2017,08:00:00,26.4232,V ugm-3
12/07/2017,09:00:00,25.50213,V ugm-3
12/07/2017,10:00:00,19.74544,V ugm-3
12/07/2017,11:00:00,15.54306,V ugm-3
12/07/2017,12:00:00,13.35552,V ugm-3
12/07/2017,13:00:00,13.93119,V ugm-3
12/07/2017,14:00:00,13.47065,V ugm-3
12/07/2017,15:00:00,14.27659,V ugm-3
12/07/2017,16:00:00,14.16145,V ugm-3
12/07/2017,17:00:00,12.31932,V ugm-3
12/07/2017,18:00:00,12.66472,V ugm-3
12/07/2017,19:00:00,11.28311,V ugm-3
12/07/2017,20:00:00,16.11873,V ugm-3
12/07/2017,21:00:00,41.10276,V ugm-3
12/07/2017,22:00:00,141.15401,V ugm-3
12/07/2017,23:00:00,184.78972,V ugm-3
12/07/2017,24:00:00,48.93186,V ugm-3
13/07/2017,01:00:00,13.0485,V ugm-3
13/07/2017,02:00:00,16.8671,V ugm-3
13/07/2017,03:00:00,37.24578,V ugm-3
13/07/2017,04:00:00,42.2541,V ugm-3
13/07/2017,05:00:00,31.54666,V ugm-3
13/07/2017,06:00:00,43.1176,V ugm-3
13/07/2017,07:00:00,37.07308,V ugm-3
13/07/2017,08:00:00,37.93658,V ugm-3
13/07/2017,09:00:00,29.53182,V ugm-3
13/07/2017,10:00:00,20.14841,V ugm-3
13/07/2017,11:00:00,20.95435,V ugm-3
13/07/2017,12:00:00,28.43804,V ugm-3
13/07/2017,13:00:00,30.22262,V ugm-3
13/07/2017,14:00:00,16.5217,V ugm-3
13/07/2017,15:00:00,17.15493,V ugm-3
13/07/2017,16:00:00,21.81785,V ugm-3
13/07/2017,17:00:00,34.48257,V ugm-3
13/07/2017,18:00:00,55.26421,V ugm-3
13/07/2017,19:00:00,22.85406,V ugm-3
13/07/2017,20:00:00,18.93951,V ugm-3
13/07/2017,21:00:00,18.42141,V ugm-3
13/07/2017,22:00:00,14.56442,V ugm-3
13/07/2017,23:00:00,9.61367,V ugm-3
13/07/2017,24:00:00,14.67956,V ugm-3
14/07/2017,01:00:00,11.8204,V ugm-3
14/07/2017,02:00:00,4.54778,V ugm-3
14/07/2017,03:00:00,4.20238,V ugm-3
14/07/2017,04:00:00,10.41961,V ugm-3
14/07/2017,05:00:00,8.23207,V ugm-3
14/07/2017,06:00:00,13.18282,V ugm-3
14/07/2017,07:00:00,18.47897,V ugm-3
14/07/2017,08:00:00,21.41488,V ugm-3
14/07/2017,09:00:00,37.01551,V ugm-3
14/07/2017,10:00:00,16.46413,V ugm-3
14/07/2017,11:00:00,15.37036,V ugm-3
14/07/2017,12:00:00,12.54958,V ugm-3
14/07/2017,13:00:00,12.66472,V ugm-3
14/07/2017,14:00:00,12.31932,V ugm-3
14/07/2017,15:00:00,15.19766,V ugm-3
14/07/2017,16:00:00,14.39172,V ugm-3
14/07/2017,17:00:00,12.95255,V ugm-3
14/07/2017,18:00:00,16.63683,V ugm-3
14/07/2017,19:00:00,16.5217,V ugm-3
14/07/2017,20:00:00,13.41309,V ugm-3
14/07/2017,21:00:00,19.11221,V ugm-3
14/07/2017,22:00:00,19.86058,V ugm-3
14/07/2017,23:00:00,12.43445,V ugm-3
14/07/2017,24:00:00,16.11873,V ugm-3
15/07/2017,01:00:00,17.42358,V ugm-3
15/07/2017,02:00:00,14.27659,V ugm-3
15/07/2017,03:00:00,10.24691,V ugm-3
15/07/2017,04:00:00,12.60715,V ugm-3
15/07/2017,05:00:00,9.95907,V ugm-3
15/07/2017,06:00:00,14.39172,V ugm-3
15/07/2017,07:00:00,19.97571,V ugm-3
15/07/2017,08:00:00,26.36564,V ugm-3
15/07/2017,09:00:00,21.18462,V ugm-3
15/07/2017,10:00:00,22.85406,V ugm-3
15/07/2017,11:00:00,23.77513,V ugm-3
15/07/2017,12:00:00,19.51518,V ugm-3
15/07/2017,13:00:00,17.7306,V ugm-3
15/07/2017,14:00:00,16.98223,V ugm-3
15/07/2017,15:00:00,14.73712,V ugm-3
15/07/2017,16:00:00,15.37036,V ugm-3
15/07/2017,17:00:00,16.11873,V ugm-3
15/07/2017,18:00:00,14.10389,V ugm-3
15/07/2017,19:00:00,13.81605,V ugm-3
15/07/2017,20:00:00,13.01012,V ugm-3
15/07/2017,21:00:00,16.06116,V ugm-3
15/07/2017,22:00:00,16.63683,V ugm-3
15/07/2017,23:00:00,11.39824,V ugm-3
15/07/2017,24:00:00,7.19586,V ugm-3
16/07/2017,01:00:00,8.98043,V ugm-3
16/07/2017,02:00:00,9.038,V ugm-3
16/07/2017,03:00:00,6.44749,V ugm-3
16/07/2017,04:00:00,6.21722,V ugm-3
16/07/2017,05:00:00,4.31752,V ugm-3
16/07/2017,06:00:00,7.08073,V ugm-3
16/07/2017,07:00:00,7.02316,V ugm-3
16/07/2017,08:00:00,8.6926,V ugm-3
16/07/2017,09:00:00,9.038,V ugm-3
16/07/2017,10:00:00,12.20418,V ugm-3
16/07/2017,11:00:00,8.6926,V ugm-3
16/07/2017,12:00:00,9.44097,V ugm-3
16/07/2017,13:00:00,11.28311,V ugm-3
16/07/2017,14:00:00,8.75017,V ugm-3
16/07/2017,15:00:00,9.32584,V ugm-3
16/07/2017,16:00:00,10.70744,V ugm-3
16/07/2017,17:00:00,8.98043,V ugm-3
16/07/2017,18:00:00,13.29795,V ugm-3
16/07/2017,19:00:00,14.27659,V ugm-3
16/07/2017,20:00:00,14.16145,V ugm-3
16/07/2017,21:00:00,13.12525,V ugm-3
16/07/2017,22:00:00,12.89498,V ugm-3
16/07/2017,23:00:00,10.24691,V ugm-3
16/07/2017,24:00:00,4.60535,V ugm-3
17/07/2017,01:00:00,3.68428,V ugm-3
17/07/2017,02:00:00,6.38993,V ugm-3
17/07/2017,03:00:00,5.81426,V ugm-3
17/07/2017,04:00:00,10.47717,V ugm-3
17/07/2017,05:00:00,15.08253,V ugm-3
17/07/2017,06:00:00,18.36384,V ugm-3
17/07/2017,07:00:00,25.50213,V ugm-3
17/07/2017,08:00:00,32.98583,V ugm-3
17/07/2017,09:00:00,25.78997,V ugm-3
17/07/2017,10:00:00,No data,V ugm-3
17/07/2017,11:00:00,No data,V ugm-3
17/07/2017,12:00:00,No data,V ugm-3
17/07/2017,13:00:00,No data,V ugm-3
17/07/2017,14:00:00,No data,V ugm-3
17/07/2017,15:00:00,No data,V ugm-3
17/07/2017,16:00:00,No data,V ugm-3
17/07/2017,17:00:00,No data,V ugm-3
17/07/2017,18:00:00,No data,V ugm-3
17/07/2017,19:00:00,No data,V ugm-3
17/07/2017,20:00:00,No data,V ugm-3
17/07/2017,21:00:00,No data,V ugm-3
17/07/2017,22:00:00,No data,V ugm-3
17/07/2017,23:00:00,No data,V ugm-3
17/07/2017,24:00:00,No data,V ugm-3
18/07/2017,01:00:00,No data,V ugm-3
18/07/2017,02:00:00,No data,V ugm-3
18/07/2017,03:00:00,No data,V ugm-3
18/07/2017,04:00:00,No data,V ugm-3
18/07/2017,05:00:00,No data,V ugm-3
18/07/2017,06:00:00,No data,V ugm-3
18/07/2017,07:00:00,No data,V ugm-3
18/07/2017,08:00:00,No data,V ugm-3
18/07/2017,09:00:00,No data,V ugm-3
18/07/2017,10:00:00,No data,V ugm-3
18/07/2017,11:00:00,16.59094,V ugm-3
18/07/2017,12:00:00,15.82594,V ugm-3
18/07/2017,13:00:00,15.92156,V ugm-3
18/07/2017,14:00:00,17.54719,V ugm-3
18/07/2017,15:00:00,17.54719,V ugm-3
18/07/2017,16:00:00,21.8025,V ugm-3
18/07/2017,17:00:00,18.83813,V ugm-3
18/07/2017,18:00:00,16.39969,V ugm-3
18/07/2017,19:00:00,17.92969,V ugm-3
18/07/2017,20:00:00,20.89406,V ugm-3
18/07/2017,21:00:00,24.38438,V ugm-3
18/07/2017,22:00:00,28.16156,V ugm-3
18/07/2017,23:00:00,17.595,V ugm-3
18/07/2017,24:00:00,13.53094,V ugm-3
19/07/2017,01:00:00,10.60928,V ugm-3
19/07/2017,02:00:00,10.3057,V ugm-3
19/07/2017,03:00:00,8.29249,V ugm-3
19/07/2017,04:00:00,11.45611,V ugm-3
19/07/2017,05:00:00,17.87919,V ugm-3
19/07/2017,06:00:00,31.73197,V ugm-3
19/07/2017,07:00:00,38.01126,V ugm-3
19/07/2017,08:00:00,46.44755,V ugm-3
19/07/2017,09:00:00,32.88237,V ugm-3
19/07/2017,10:00:00,31.6361,V ugm-3
19/07/2017,11:00:00,27.32209,V ugm-3
19/07/2017,12:00:00,27.99316,V ugm-3
19/07/2017,13:00:00,27.51382,V ugm-3
19/07/2017,14:00:00,20.51553,V ugm-3
19/07/2017,15:00:00,20.22793,V ugm-3
19/07/2017,16:00:00,29.52703,V ugm-3
19/07/2017,17:00:00,18.93373,V ugm-3
19/07/2017,18:00:00,18.93373,V ugm-3
19/07/2017,19:00:00,15.86599,V ugm-3
19/07/2017,20:00:00,16.68085,V ugm-3
19/07/2017,21:00:00,22.19321,V ugm-3
19/07/2017,22:00:00,17.44779,V ugm-3
19/07/2017,23:00:00,13.85278,V ugm-3
19/07/2017,24:00:00,8.19663,V ugm-3
20/07/2017,01:00:00,5.70247,V ugm-3
20/07/2017,02:00:00,8.79397,V ugm-3
20/07/2017,03:00:00,7.01596,V ugm-3
20/07/2017,04:00:00,4.46907,V ugm-3
20/07/2017,05:00:00,7.64066,V ugm-3
20/07/2017,06:00:00,16.09825,V ugm-3
20/07/2017,07:00:00,17.53988,V ugm-3
20/07/2017,08:00:00,27.15078,V ugm-3
20/07/2017,09:00:00,16.05019,V ugm-3
20/07/2017,10:00:00,14.22413,V ugm-3
20/07/2017,11:00:00,12.83055,V ugm-3
20/07/2017,12:00:00,12.39806,V ugm-3
20/07/2017,13:00:00,12.92665,V ugm-3
20/07/2017,14:00:00,13.02276,V ugm-3
20/07/2017,15:00:00,12.92665,V ugm-3
20/07/2017,16:00:00,14.27218,V ugm-3
20/07/2017,17:00:00,13.83969,V ugm-3
20/07/2017,18:00:00,16.1463,V ugm-3
20/07/2017,19:00:00,14.41634,V ugm-3
20/07/2017,20:00:00,14.32023,V ugm-3
20/07/2017,21:00:00,16.5788,V ugm-3
20/07/2017,22:00:00,21.48035,V ugm-3
20/07/2017,23:00:00,17.58794,V ugm-3
20/07/2017,24:00:00,6.87179,V ugm-3
21/07/2017,01:00:00,4.88178,V ugm-3
21/07/2017,02:00:00,4.57667,V ugm-3
21/07/2017,03:00:00,4.86572,V ugm-3
21/07/2017,04:00:00,6.31099,V ugm-3
21/07/2017,05:00:00,14.06724,V ugm-3
21/07/2017,06:00:00,18.69208,V ugm-3
21/07/2017,07:00:00,23.12422,V ugm-3
21/07/2017,08:00:00,22.59429,V ugm-3
21/07/2017,09:00:00,23.60598,V ugm-3
21/07/2017,10:00:00,20.08917,V ugm-3
21/07/2017,11:00:00,20.33005,V ugm-3
21/07/2017,12:00:00,21.43808,V ugm-3
21/07/2017,13:00:00,18.59573,V ugm-3
21/07/2017,14:00:00,23.31693,V ugm-3
21/07/2017,15:00:00,18.35485,V ugm-3
